image_path,xmin,ymin,xmax,ymax,label
0_1.tif,315600.0900778525,6648225.229991855,315605.3527696293,6648230.317260573,Tree
0_1.tif,315600.0316034994,6648232.597760342,315603.65701339004,6648237.626554707,Tree
0_1.tif,315604.7680260985,6648223.417286909,315610.4400383468,6648227.744389037,Tree
0_1.tif,315604.18328256777,6648228.855401745,315608.6858077545,6648231.8960681055,Tree
0_1.tif,315613.2468072944,6648225.990158445,315617.34001200966,6648229.557093983,Tree
0_1.tif,315625.2340496748,6648231.369798928,315630.2628440393,6648235.813849761,Tree
0_1.tif,315625.409472734,6648235.170631877,315629.8535235678,6648238.386721297,Tree
0_1.tif,315629.4442030962,6648240.433323654,315632.0170746315,6648242.421451659,Tree
0_1.tif,315626.57895979553,6648238.035875178,315629.7365748616,6648241.018067185,Tree
0_1.tif,315635.7009588753,6648238.503670003,315639.9111122966,6648242.4799260115,Tree
0_1.tif,315634.9407922853,6648235.6384267025,315639.9111122967,6648239.263836592,Tree
0_1.tif,315630.84758757,6648233.474875638,315634.58994616685,6648237.801977766,Tree
0_1.tif,315634.1221513422,6648233.416401286,315637.7475612329,6648236.632490705,Tree
0_1.tif,315634.0052026361,6648225.463889267,315639.6187405313,6648231.077427162,Tree
0_1.tif,315637.806035586,6648230.726581044,315639.93541400746,6648233.90924383,Tree
0_1.tif,315620.5561014288,6648225.756261032,315624.29846002563,6648229.790991395,Tree
0_1.tif,315621.60863978416,6648220.727466668,315626.98828026705,6648224.879145737,Tree
0_1.tif,315629.38572874316,6648220.7859410215,315633.3035103992,6648225.873209738,Tree
0_1.tif,315626.929805914,6648221.546107611,315630.6136901577,6648225.756261032,Tree
0_1.tif,315631.3738567477,6648222.657120319,315635.81790758146,6648228.036760802,Tree
0_1.tif,315632.9526642807,6648220.610517962,315637.2212920552,6648224.645248324,Tree
0_1.tif,315637.33824076137,6648220.844415374,315639.9695866498,6648223.943556087,Tree
0_1.tif,315636.69502287754,6648220.025774431,315639.32636876596,6648221.663056317,Tree
0_1.tif,315600.1481779601,6648220.150400506,315606.46378233767,6648225.931684092,Tree
0_1.tif,315605.06039786385,6648220.081082546,315608.3450267171,6648222.364748554,Tree
0_1.tif,315611.43410234904,6648220.1427231375,315616.6383197728,6648225.288466208,Tree
0_1.tif,315614.9425635336,6648220.025774431,315618.9188195427,6648222.423222907,Tree
0_1.tif,315619.03576824884,6648220.025774431,315623.1874473172,6648223.124915144,Tree
0_1.tif,315608.56885904836,6648220.318146198,315612.1357945859,6648223.3588125575,Tree
